,Address,Body
920,CP-HDFCBK,"Login Alert!
Thank you for using HDFC Bank online banking.
Not you? Call 18002586161"
921,AD-ADHAAR,"Dear Mohd Zakie Khan, your Aadhaar information has been updated. You can download your updated e-Aadhaar from eaadhaar.uidai.gov.in after 72 hours. -UIDAI"
922,JX-HDFCBK,HDFC Bank: Rs 360.00 debited from a/c **2346 on 17-07-23 to VPA nykay10968@okaxis(UPI Ref No 319849563173). Not you? Call on 18002586161 to report
923,JM-HDFCBN,"Dear Mohd, Do you know the banking privileges of your HDFC Bank A/c?
You get a new Credit Card without documentation.
Check : hdfcbk.io/59TNRVF2C8mX"
924,AD-HDFCBK,HDFC Bank: Rs 300.00 debited from a/c **2346 on 22-07-23 to VPA akshat.chaturvedi2003oksbi(UPI Ref No 320369068043). Not you? Call on 18002586161 to report
925,AX-HDFCBK,HDFC Bank: Rs. 80.00 credited to a/c XXXXXX2346 on 22-07-23 by a/c linked to VPA akshat.chaturvedi2003@okicici (UPI Ref No  356900536219).
926,AD-AIRDOT,Please beware of unauthorized online quick loan providing apps which may mis-use your personal information from phone.
927,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
928,AX-HDFCBK,HDFC Bank: Rs 202.00 debited from a/c **2346 on 31-07-23 to VPA 7024888951@ybl(UPI Ref No 357816144790). Not you? Call on 18002586161 to report
929,AZ-AIRTEL,Aapka Airtel Pack 04-Aug-23 tak manya hai. Aaj hi unlimited pack se recharge karein. Naye pack ki validity is pack ke baad hi shuri hogi i.airtel.in/FDPNew
930,VM-HDFCBK,HDFC Bank: Rs. 100.00 credited to a/c XXXXXX2346 on 01-08-23 by a/c linked to VPA jk.khan1973@ybl (UPI Ref No  357980786624).
931,AD-ARWGOV,"दूरसंचार विभाग, भारत इटंरनेट उत्सव मना रहा है! इटंरनेट से जीवन मे हुए बदलाव को साझा करें और पुरस्कार जीते­ https://innovateindia.mygov.in/bharat-internet-utsav/"
932,AZ-AIRTEL,Aapke Airtel Pack ki validity kal samapt hogi. Recharge na hone par outgoing sewa band ho jaegi. Recharge karein: i.airtel.in/FDPNew . Kar lia hai toh ignore karein
933,AD-CEOMPS,2 अगस्त से 31 अगस्त 2023 तक BLO आपके मतदान केंद्र पर प्रतिदिन उपलब्ध रहेंगे । मतदाता सूची में अपना नाम जोड़ने हेतु BLO से संपर्क करें । CEO MP
934,BY-DOTMPC,"अगर आपके पास कोई अंतरराष्ट्रीय कॉल आई है,जिसमे दर्शाया गया नंबर भारतीय है या कोई भी नंबर नहीं दर्शाया गया है, तो कृप्या इसकी जानकारी टोल फ्री नंबर 1800110420/1963 पर दें।"
935,AZ-AIRTEL,Aapka Airtel Pack aaj samapt ho jaega. Sewa jaari rakhne ke liye Unlimited pack se recharge karein: i.airtel.in/FDPNew . Recharge kar liya toh ignore kare
936,AX-HDFCBK,HDFC Bank: Rs 125.00 debited from a/c **2346 on 04-08-23 to VPA 7024888951@ybl(UPI Ref No 358265662136). Not you? Call on 18002586161 to report
937,AZ-AIRTEL,Alert! Airtel No.8109108797 ki call/data service band hai. Sewa shuru karein Unlimited Pack se recharge karein i.airtel.in/FDPNew Recharge kia toh ignore karein
938,AD-Airtel," Hi, recharge of Rs. 719 successfully credited to your Airtel number 8109108797, also the validity has been extended till 28-10-2023."
939,Airtel,"Recharge of INR 719.00 is successful for your Airtel Mobile on 06-08-2023 11:15, Transaction ID 1703216822.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Cashback of upto Rs80/month for 3 months with Airtel Mini Rewards123! Click i.airtel.in/APB_REWARDS"
940,Airtel,"Enjoy unlimited Local, STD & Roaming calls, 1.5GB/day data and 100 SMS. Pack valid for 84 days. UNLIMITED 5G data over & above your plan limit, claim on Airtel Thanks App."
941,BZ-BSNL,Welcome! Your realme and X7 Max 5G $SourceTimestamp will now be configured with access to services. please accept when prompted.
942,BZ-BSNL,Your mobile is now configured for: WAP Browsing GPRS. For any issues please contact Customer support. /
943,AD-WYNKED,Your FREE access to Wynk Premium is ACTIVE. Enjoy Ad free music with unlimited downloads & unlimited hello tunes: bit.ly/WynkPlat
944,AZ-AIRTEL,Alert! Airtel No.8109108797 par Incoming sewa 11-Aug-23 ko band ho jayegi. AAJ hi Unlimited Pack se recharge karein i.airtel.in/FDPNew Ignore if recharged
945,AX-HDFCBK,HDFC Bank: Rs. 100.00 credited to a/c XXXXXX2346 on 07-08-23 by a/c linked to VPA 7415822208@ybl (UPI Ref No  321903431014).
946,AY-AIRTEL,50% Alert: You have consumed 50% of your daily high Speed Data limit. Track usage on Airtel Thanks App i.airtel.in/Get-Data
947,BY-653740,"Dear BSNL Customer, to continue with service Pl recharge with STV-399: Get U/L voice, U/L Data 1GB/day, 100sms/day.Validity 70 days. Call 1503 for details."
948,BY-653740,"Dear BSNL Customer, to continue with service Pl recharge with STV-399: Get U/L voice, U/L Data 1GB/day, 100sms/day.Validity 70 days. Call 1503 for details."
949,VM-HDFCBN,"Dear Mohd, Being an esteemed HDFC Bank customer comes with its own perks.
You get a new Credit Card without documentation.
Check : hdfcbk.io/a/0nAK57aJ"
950,BY-653740,"Dear BSNL Customer, to continue with service Pl recharge with STV-399: Get U/L voice, U/L Data 1GB/day, 100sms/day.Validity 70 days. Call 1503 for details."
951,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
952,AD-ARWGOV,13 से 15 अगस्त अपने घर तिरंगा फहराइये और अपनी सेल्फी harghartiranga.com पर अपलोड कीजिये
953,VM-HDFCBN,"REMINDER: Your Credit Card + 1,500  voucher expires on 18thAug'23. Apply now hdfcbk.io/a/ZMvAYNZG in three easy steps
T&C
HDFC Bank"
954,AD-HDFCBK,HDFC Bank: Rs 232.00 debited from a/c **2346 on 17-08-23 to VPA 7024888951@ybl(UPI Ref No 359558731678). Not you? Call on 18002586161 to report
955,AX-HDFCBK,HDFC Bank: Rs 200.00 debited from a/c **2346 on 20-08-23 to VPA khushi912@axl(UPI Ref No 359820500028). Not you? Call on 18002586161 to report
956,BT-ADHAAR,OTP for Aadhaar (XX2589) is 412155 (valid for 10 mins). Pls update your child's biometrics once they  cross 5/15 yrs of age so that  Aadhaar remains valid
957,AD-HDFCBK,HDFC Bank: Rs 180.00 debited from a/c **2346 on 21-08-23 to VPA nykay10968okaxis(UPI Ref No 323343888186). Not you? Call on 18002586161 to report
958,AD-AIRTEL,यदि आपके पास केवाईसी दस्तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्यापित करने संबंधी कोई ई-मेल/मैसेज में एम्बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
959,JM-HDFCBN,"Dear Mohd, We value your loyalty! Discover the perks of our special Rupay credit card for esteemed HDFC Bank customers like you. Check Now: hdfcbk.io/QY6KRVF2C8bv  T&C"
960,AD-ARWGOV,"Important Advisory: Department of Telecommunications (DoT), Government of India, is conducting trial testing for the Cell Broadcasting System in collaboration with the National Disaster Management Authority. You may receive a test alerts on your mobile device with sound and vibrations. We assure you that these alerts are part of the planned testing process, do not indicate an actual emergency, and do not require any action at your end, please."
961,VM-HDFCBK,HDFC Bank: Rs 7.00 debited from a/c **2346 on 23-08-23 to VPA 7024888951@ybl(UPI Ref No 360163203279). Not you? Call on 18002586161 to report
962,JX-UNSOTP,OTP for Unstop account verification is 674832. This OTP is valid for 30 minutes. -Unstop
963,AX-HDFCBK,HDFC Bank: Rs 18.00 debited from a/c **2346 on 28-08-23 to VPA 7024888951@ybl(UPI Ref No 360617660980). Not you? Call on 18002586161 to report
964,AD-HDFCBN,"Dear Mohd, Special privileges await! Take advantage of our custom HDFC Bank credit card, designed especially for our esteemed HDFC Bank customers. Check Now: hdfcbk.io/5JGCRVF2C89M T&C"
965,AX-HDFCBK,"REMINDER: Your Credit Card + 1,500 voucher expires on 31st Aug'23 . Apply now hdfcbk.io/UQEDRVF2C8gq in three easy steps
T&C
HDFC Bank"
966,AD-AIRTEL,यदि आपके पास केवाईसी दस्तावेजों/यूजर आईडी/पासवर्ड/डेबिट कार्ड संख्या/पिन/सीवीवी/ओटीपी आदि को अपडेट या सत्यापित करने संबंधी कोई ई-मेल/मैसेज में एम्बेडेड लिंक/कॉल आते हैं तो कभी भी इनका उत्तर ना दें। यदि आपने अनजाने में अपनी प्रामाणिकता उजागर कर दी हो तो तत्काल अपने पासवर्ड/सीवीवी/पिन को बदल दें।
967,AD-AIRTEL,"Internet Safety ke liye RAHO DO KADAM AAGEY
1) Unknown link pe click na karein
2) Bank details share na karein.
To know more, log on to goo.gle/SecurityTips
Issued in Public Interest by Google, NPCI and Airtel in support of the G20 #StaySafeOnline Campaign."
968,AD-AIRTEL,"We are committed to make your experience beautiful with Airtel. For any assistance, please contact our team of expert advisors by dialing 198/121 from your Airtel number. In case if you are not satisfied with the resolution provided by the call centre, you can contact the Appellate authority on the same number."
969,JX-HDFCBK,Money Transfer:Rs 188.00 from HDFC Bank A/c **2346 on 11-09-23 to DURGA GOUD UPI: 325425604752 Not you? Call 18002586161
970,AD-HDFCBK,Money Transfer:Rs 75.00 from HDFC Bank A/c **2346 on 12-09-23 to SOHAM KOTHARI UPI: 325543058595 Not you? Call 18002586161
971,BY-653740,BSNL offers discounted STV-139 for GP2 customers with benefits of STV-187: U/L calls+U/L 1.5GB/day data+100SMS/day.Validity 28 days.Call 1503. T&C apply.
972,AD-HDFCBK,HDFC Bank: Rs. 1000.00 credited to a/c XXXXXX2346 on 14-09-23 by a/c linked to VPA 7415822208ybl (UPI Ref No  325797012369).
973,AX-HDFCBK,Money Transfer:Rs 130.00 from HDFC Bank A/c **2346 on 14-09-23 to TANISHQ MEHRUNKAR UPI: 362356142629 Not you? Call 18002586161
974,AD-AIRDOT,Prioritize your child's safety as a parent. Safeguard them by installing Parental Control Filters (PCF) for your computer's operating system/browsers from a reliable source. Protect your child from exposure to harmful content and contacts - Department of Telecommunications
975,AY-AIRTEL,"अब एयरटेल थैंक्स ऍप से अपने एयरटेल प्रीपेड मोबाइल अकाउंट का बैलेंस, वैधता, टैरिफ, रिचार्ज देख सकते हैं। अधिक जानकारी के लिए वीडियो गाइड देखें https://www.youtube.com/watch?v=A6jhW4i_VbI"
976,AY-ARWGOV,"यदि केंद्र सरकार के किसी विभाग /कंपनी या सरकारी बैंक/ रेलवे / डाक का कोई कर्मचारी/अधिकारी किसी भी सरकारी कार्य करने या अपने सरकारी कर्तव्य का निर्वहन करने के लिए रिश्वत / घूस मांगे तो सी.बी.आई., भ्रष्टाचार निरोधक शाखा भोपाल को फोन नं. 0755-2430303, 0755-2431313, मोबाइल नं.- 9425600070 पर फोन या एस. एम. एस. करें |"
